Company Name: MARKET PURCHASE
Phone No: 9894404450


Stock Summary Report
Dated: 06/09/2026 - 06/09/2026
Total Stock Value: 461023.1


Name,Batch No.,Item Code,Purchase Price,Selling Price,Stock Quantity,Stock Value,Item Category Name,MRP,batch no.,exp. date,mfg date
APPLE KG,08/05/26,227907232504,1300.0,1350.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,10/1/26,227907232504,50.0,60.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,15/01/26,227907232504,65.0,75.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,16/01/26,227907232504,70.0,75.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,23/01/26,227907232504,80.0,85.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,26/01/26,227907232504,110.0,120.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,26/01/26.,227907232504,100.0,110.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,24/01/26,227907232504,70.0,85.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,01/04/26,227907232504,80.0,90.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,02/01/26,227907232504,75.0,85.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,05/04/26,227907232504,70.0,90.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,08/04/26,227907232504,85.0,95.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,25/08/26,227907232504,120.0,130.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,13/04/26,227907232504,55.0,70.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,08/03/26,227907232504,70.0,80.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,Batch #1,227907232504,55.0,65.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,14/12/2025,227907232504,60.0,70.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,0000,227907232504,68.75,75.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,16/04/26,227907232504,110.0,120.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,20/04/26,227907232504,1500.0,1600.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,30/04/26,227907232504,1600.0,1700.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,29/07/26,227907232504,100.0,110.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,13/06/26,227907232504,130.0,140.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,31/05/26,227907232504,1400.0,1500.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
APPLE KG,14/06/26,227907232504,90.0,100.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
ARRABIATA SAUCE MIX KG,Batch #1,499382474246,268.0,310.0,5.0 PCS,1340.0,FROZEN,0.0,"","",""
AVT TEA THUL,,739148659539,280.0,299.0,0.0 PCS,0.0,accessories,0.0,"","",""
BABY CORN  ,21/06/26,"",30.0,35.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
BABY CORN  ,Batch #1,"",25.0,30.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
BADAM IND,19/06/26,510342742374,860.0,910.0,2.0 KGS,1720.0,BADAM,0.0,"","",""
BADAM IND,12/02/26,510342742374,910.0,950.0,0.0 KGS,0.0,BADAM,0.0,"","",""
BADAM IND,Batch #1,510342742374,680.0,800.0,0.0 KGS,0.0,BADAM,0.0,"","",""
BADAM IND,24/01/26,510342742374,780.0,910.0,-0.7 KGS,-546.0,BADAM,0.0,"","",""
BADAM IND,07/08/26,510342742374,960.0,1000.0,0.0 KGS,0.0,BADAM,0.0,"","",""
BADAM IND,15/08/26,510342742374,960.0,1010.0,10.0 KGS,9600.0,BADAM,0.0,"","",""
BADAM MILK TIGER 20ML,Batch #1,926096008875,280.0,370.0,0.0 PCS,0.0,ESSENCE,0.0,"","",""
BADAM MILK TIGER 20ML,16/05/26,926096008875,300.0,390.0,31.0 PCS,9300.0,ESSENCE,0.0,"","",""
BANANA,15/06/26,608434437640,350.0,400.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
BANANA,Batch #1,608434437640,270.0,350.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
BANANA,07/03/26,608434437640,100.0,150.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
BANANA,16/03/26,608434437640,30.0,40.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
BANANA,31/05/26,608434437640,175.0,250.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
BANANA,10/7/26,608434437640,450.0,500.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
BANANA,1/8/26,608434437640,780.0,820.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
BANANA DISH,,581650075834,80.0,100.0,6.0 PCS,480.0,accessories,0.0,"","",""
BEETROOT ,26/01/26,704860948735,25.0,30.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
BEETROOT ,Batch #1,704860948735,30.0,35.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
BEETROOT ,24/04/26,704860948735,50.0,42.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
BEETROOT ,17/04/26,704860948735,35.0,40.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
BEETROOT ,02/04/26,704860948735,50.0,52.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
BEETROOT ,29/07/26,704860948735,50.0,62.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
BEETROOT ,02/08/26,704860948735,40.0,45.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
BIO COVER 10*14,27//03/26,650860509967,115.0,140.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 10*14,07/03/26,650860509967,92.0,110.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 10*14,16/03/26,650860509967,120.0,140.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 10*14,20/04/26,650860509967,110.0,140.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 10*14,01/05/26,650860509967,105.0,120.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 10*14,Batch #1,650860509967,100.0,120.0,29.0 PCS,2900.0,PACKING,0.0,"","",""
BIO COVER 13*16,27/03/26,331010442810,115.0,140.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 13*16,07/03/26,331010442810,92.0,110.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 13*16,Batch #1,331010442810,110.0,170.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 13*16,16/03/26,331010442810,120.0,140.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 13*16,20/04/26,331010442810,110.0,140.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 13*16,01/05/26,331010442810,105.0,120.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BIO COVER 13*16,25/01/26,331010442810,100.0,120.0,37.0 PCS,3700.0,PACKING,0.0,"","",""
BISCOFF,16/8/26,926890466433,108.0,110.0,0.0 PCS,0.0,accessories,0.0,"","",""
BISCOFF,Batch #1,926890466433,132.0,148.0,5.0 PCS,660.0,accessories,0.0,"","",""
BISCOFF 400GM,,931609557680,440.0,460.0,3.0 PCS,1320.0,accessories,0.0,"","",""
BLACK BALLY PLATE ,,740041468979,140.0,170.0,5.0 PCS,700.0,accessories,0.0,"","",""
BLACK CURRANT CRUSH 750ML,,929557390247,150.0,160.0,0.0 PCS,0.0,accessories,0.0,"","",""
BLACK CURRANT SYRUP JOANN ,Batch #1,144725924458,143.0,181.99,10.0 PCS,1430.0,SYRUP,0.0,"","",""
BLACK CURRANT SYRUP JOANN ,14/06/26,144725924458,130.0,180.0,4.0 PCS,520.0,SYRUP,0.0,"","",""
BLACK ELLU KG,,420078676891,180.0,250.0,2.0 PCS,360.0,"",0.0,"","",""
BLUE CURACAO MANAMA MOJITO 750ML,04/05/26,8906000482353,230.0,255.0,0.0 PCS,0.0,SYRUP,0.0,"","",""
BLUE CURACAO MANAMA MOJITO 750ML,28/1/26,8906000482353,168.0,250.0,-1.0 PCS,-168.0,SYRUP,0.0,"","",""
BLUE CURACAO MANAMA MOJITO 750ML,03/03/26,8906000482353,169.0,230.0,0.0 PCS,0.0,SYRUP,0.0,"","",""
BLUE CURACAO MANAMA MOJITO 750ML,08/03/26,8906000482353,255.0,270.0,0.0 PCS,0.0,SYRUP,0.0,"","",""
BLUE CURACAO MANAMA MOJITO 750ML,Batch #1,8906000482353,226.0,270.0,0.0 PCS,0.0,SYRUP,0.0,"","",""
BLUE CURACAO MANAMA MOJITO 750ML,15/03/26,8906000482353,255.0,270.0,0.0 PCS,0.0,SYRUP,0.0,"","",""
BLUE CURACAO MANAMA MOJITO 750ML,16/05/26,8906000482353,247.0,260.0,0.0 PCS,0.0,SYRUP,0.0,"","",""
BLUE CURACAO MANAMA MOJITO 750ML,16/05/26.,8906000482353,247.0,265.0,31.0 PCS,7657.0,SYRUP,0.0,"","",""
BOOST MAALA,Batch #1,"",68.75,75.0,38.0 PCS,2612.5,COFFEE,0.0,"","",""
BOURN VITA MAALA,,727181358888,64.0,70.0,0.0 PCS,0.0,"",0.0,"","",""
BROW WOW SOFT CHOCO BROWNIE,Batch #1,359589496433,189.0,200.0,0.0 PKT,0.0,CHOCOLATE,0.0,"","",""
BROWNIE 1KG,,185373304628,470.0,490.0,0.0 PCS,0.0,"",0.0,"","",""
BRU COFEE MAALA,Batch #1,"",22.5,23.0,66.0 PCS,1485.0,COFFEE,0.0,"","",""
BRU COFEE MAALA,9/7/26,"",205.0,215.0,0.0 PCS,0.0,COFFEE,0.0,"","",""
BUFFALO SAUCE MIX ,,739703286050,344.4,390.0,5.0 PCS,1722.0,FROZEN,0.0,"","",""
BURGER BOX 100PCS,22/02/26,8671711750,360.0,390.0,0.0 PCS,0.0,BOX,0.0,"","",""
BURGER BOX 100PCS,Batch #1,8671711750,240.0,315.0,9.0 PCS,2160.0,BOX,0.0,"","",""
BUTTER PAPER ,05/07/26,454876275370,160.0,170.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BUTTER PAPER ,9/7/26,454876275370,250.0,300.0,0.0 PCS,0.0,PACKING,0.0,"","",""
BUTTER PAPER ,Batch #1,454876275370,87.0,180.0,21.0 PCS,1827.0,PACKING,0.0,"","",""
BUTTER PAPER ,19/8/26,454876275370,65.0,85.0,8.0 PCS,520.0,PACKING,0.0,"","",""
BUTTER PAPER NEW,,242824739649,80.0,100.0,0.0 PCS,0.0,accessories,0.0,"","",""
BUTTER ROLE PAPER,Batch #1,258995431720,340.0,380.0,0.0 PCS,0.0,accessories,0.0,"","",""
BUTTER ROLE PAPER,31/07/26,258995431720,100.0,140.0,3.0 PCS,300.0,accessories,0.0,"","",""
BUTTER ROLE PAPER,31/07/266,258995431720,105.0,145.0,0.0 PCS,0.0,accessories,0.0,"","",""
BUTTERSCOTCH SYRUP JOANN ,Batch #1,36454095888,130.0,180.0,3.0 PCS,390.0,SYRUP,0.0,"","",""
BUTTERSCOTCH SYRUP JOANN ,16/02/26,36454095888,190.0,210.0,0.0 PCS,0.0,SYRUP,0.0,"","",""
CABBAGE,08/05/26,536729533569,23.0,30.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,15/01/26,536729533569,15.0,20.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,13/1/26,536729533569,16.67,22.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,03/02/26,536729533569,13.0,19.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,23/01/26,536729533569,14.0,20.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,25/01/26,536729533569,13.0,20.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,02/04/26,536729533569,12.0,16.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,26/02/26,536729533569,12.0,18.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,05/03/26,536729533569,10.0,16.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,Batch #1,536729533569,20.0,22.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,14/12/2025,536729533569,18.0,23.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,16/03/26,536729533569,11.0,16.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,31/05/26,536729533569,26.0,35.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,24/06/26,536729533569,35.0,40.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,09/06/26,536729533569,30.0,36.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,23/05/26,536729533569,20.0,25.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE,02/08/26,536729533569,22.0,28.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE RED,25/03/626,848943312517,45.0,60.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE RED,14/06/26,848943312517,100.0,110.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE RED,08/02/26,848943312517,40.0,60.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE RED,Batch #1,848943312517,50.0,60.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CABBAGE RED,17/04/26,848943312517,44.0,60.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAJUN BREADING MIX KG,Batch #1,38538479943,168.0,215.0,76.0 PCS,12768.0,FROZEN,0.0,"","",""
CAPCICUM,24/03/26,"",34.0,45.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,27/03/26,"",35.0,45.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,16/01-26,"",64.0,70.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,13/04/26,"",37.5,45.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,03/02/26,"",40.0,50.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,26/07/26,"",200.0,250.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,05/03/26,"",30.0,45.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,19/04/26,"",33.33,40.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,18/06/26,"",80.0,85.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,12/06/26,"",55.0,60.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,Batch #1,"",65.0,76.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,29/07/26,"",60.0,65.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,08/12/25,"",50.0,55.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,22/01/26,"",45.0,50.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPCICUM,20/06/26,"",70.0,75.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPSSICUM YELLOW,07/01/26,"",130.0,160.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPSSICUM YELLOW,15/01/26,"",120.0,150.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPSSICUM YELLOW,22/01/26,"",140.0,160.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPSSICUM YELLOW,03/02/26,"",40.0,50.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPSSICUM YELLOW,01/03/26,"",100.0,130.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPSSICUM YELLOW,Batch #1,"",150.0,170.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CAPSSICUM YELLOW,21/12/25,"",250.0,260.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CARAMAL TOPPING ,,537456937397,206.84,227.0,1.0 PCS,206.84,accessories,0.0,"","",""
CARAMEL SYRUP,,151704775347,220.0,240.0,0.0 PCS,0.0,accessories,0.0,"","",""
CARROT,Batch #1,"",0.0,0.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CARROT,08/12/25,"",20.0,25.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CARROT,9/06/26,"",30.0,35.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CARROT,30/07/26,"",50.0,60.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CARROT,14/04/26,"",25.0,30.0,0.0 KGS,0.0,FRUITS,0.0,"","",""
CASHEW DP2,Batch #1,"",510.0,600.0,7.0 KGS,3570.0,NUTS,0.0,"","",""
CHAAT MASALA BAKERS 100G,Batch #1,8906012960023,60.0,70.0,16.0 PCS,960.0,MASALA POWDER,0.0,"","",""
CHAAT MASALA BAKERS 100G,24/03/26,8906012960023,60.0,70.0,-1.0 PCS,-60.0,MASALA POWDER,0.0,"","",""
CHEES CORN NUGGETS,,965379728408,265.0,290.0,17.0 PCS,4505.0,FROZEN,0.0,"","",""
CHEESE BLEND KG,,570240724670,186.9,216.9,0.0 PCS,0.0,FROZEN,0.0,"","",""
CHEESE POPCORN SEASONING ,Batch #1,29941295094,273.0,325.0,14.0 PCS,3822.0,FROZEN,0.0,"","",""
CHERRY ,Batch #1,554751335816,160.0,190.0,0.0 KGS,0.0,CHERRY,0.0,"","",""
CHERRY ,01/04/26,554751335816,170.0,180.0,0.0 KGS,0.0,CHERRY,0.0,"","",""
CHERRY ,07/02/26,554751335816,140.0,175.0,0.0 KGS,0.0,CHERRY,0.0,"","",""
CHERRY ,26/02/26,554751335816,150.0,173.0,0.0 KGS,0.0,CHERRY,0.0,"","",""
CHERRY ,10/06/26,554751335816,190.0,200.0,0.0 KGS,0.0,CHERRY,0.0,"","",""
CHERRY ,14/06/26,554751335816,129.17,175.0,21.0 KGS,2712.57,CHERRY,0.0,"","",""
CHICKEN 65 MASALA 50GM,,840137279519,25.3,30.0,10.0 PCS,253.0,MASALA POWDER,0.0,"","",""
CHICKEN BURGER PATTY KG,26/08/26,"",252.0,272.0,3.0 PKT,756.0,FROZEN,0.0,"","",""
CHICKEN BURGER PATTY KG,Batch #1,"",204.75,272.0,34.0 PKT,6961.5,FROZEN,0.0,"","",""
CHICKEN BURGER PATTY KG,12/8/26,"",309.75,340.0,1.0 PKT,309.75,FROZEN,0.0,"","",""
CHICKEN FINGER 1KG,,888583677648,309.76,340.0,0.0 PCS,0.0,FROZEN,0.0,"","",""
CHICKEN MASALA ,Batch #1,215899314805,290.0,350.0,0.0 PCS,0.0,ESSENCE,0.0,"","",""
CHICKEN MASALA ,18/08/26,215899314805,333.0,353.0,0.0 PCS,0.0,ESSENCE,0.0,"","",""
CHICKEN MOMOS ,22/06/26,218683660226,162.75,175.0,0.0 PKT,0.0,NOODLES,0.0,"","",""
CHICKEN MOMOS ,10/7/26,218683660226,152.25,163.0,5.0 PKT,761.25,NOODLES,0.0,"","",""
CHICKEN MOMOS ,Batch #1,218683660226,273.0,305.0,0.0 PKT,0.0,NOODLES,0.0,"","",""
CHICKEN NUGGETS ,Batch #1,805013225006,254.1,390.0,29.0 PCS,7368.9,NOODLES,0.0,"","",""
CHIKKU FRUIT,08/05/26,36783160793,25.0,37.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHIKKU FRUIT,Batch #1,36783160793,40.0,45.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHIKKU FRUIT,26/02/26,36783160793,32.0,38.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHIKKU FRUIT,25/7/26,36783160793,60.0,65.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHILE GARLIC POTATTO,Batch #1,875478325451,145.0,175.0,2.0 PCS,290.0,CHEESE,0.0,"","",""
CHILLI FLAKES,5/8/26,583692795255,290.0,320.0,0.0 PCS,0.0,accessories,0.0,"","",""
CHILLI FLAKES,Batch #1,583692795255,270.0,300.0,1.0 PCS,270.0,accessories,0.0,"","",""
CHILLI FLAKES,8/5/26,583692795255,145.0,250.0,4.0 PCS,580.0,accessories,0.0,"","",""
CHILLI MARKET,28/12/25,"",80.0,90.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHILLI MARKET,27/03/26,"",100.0,110.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHILLI MARKET,22/01/26,"",40.0,60.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHILLI MARKET,06/05/26,"",40.0,60.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHILLI MARKET,12/04/26,"",40.0,50.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHILLI MARKET,02/03/26,"",50.0,65.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHILLI MARKET,Batch #1,"",60.0,75.0,0.0 PCS,0.0,FRUITS,0.0,"","",""
CHILLI POWDER,9/3/26,221980504272,260.0,280.0,0.0 PCS,0.0,"",0.0,"","",""
CHILLI POWDER,Batch #1,221980504272,110.0,130.0,0.0 PCS,0.0,"",0.0,"","",""
CHILLI POWDER,21/06/26,221980504272,140.0,260.0,1.0 PCS,140.0,"",0.0,"","",""
CHILLI POWDER,15/08/26,221980504272,87.5,95.0,3.0 PCS,262.5,"",0.0,"","",""
CHILLI SPRINGLER ,,386656937102,145.0,170.0,0.0 PCS,0.0,accessories,0.0,"","",""
CHILLIE SAUCE GOLD COIN,,298495513090,35.0,55.0,7.0 PCS,245.0,accessories,0.0,"","",""
CHILLIE SAUCE SUN,10/05/26,"",320.0,370.0,6.0 PCS,1920.0,SAUCE,0.0,"","",""
CHILLIE SAUCE SUN,Batch #1,"",300.0,350.0,0.0 PCS,0.0,SAUCE,0.0,"","",""
CHILLIE SAUCE SUN,28/07/26,"",27.5,35.0,5.0 PCS,137.5,SAUCE,0.0,"","",""
CHINA GRASS,19/06/26,235958140884,37.0,43.0,10.0 PCS,370.0,"",0.0,"","",""
CHINA GRASS,Batch #1,235958140884,16.0,20.0,0.0 PCS,0.0,"",0.0,"","",""
CHIPPOTLE STYLE,,780061548013,238.04,250.0,0.0 PCS,0.0,accessories,0.0,"","",""
CHOCO 50,Batch #1,457725228510,440.0,540.0,0.0 PCS,0.0,"",0.0,"","",""
CHOCOLATE SYRUP 750 ML,Batch #1,8906029453570,189.0,250.0,10.0 PCS,1890.0,SYRUP,0.0,"","",""
CHOCOLATE SYRUP 750 ML,18/03/26,8906029453570,230.0,250.0,0.0 PCS,0.0,SYRUP,0.0,"","",""
CHOCOLATE SYRUP 750 ML,02/05/26,8906029453570,220.0,250.0,0.0 PCS,0.0,SYRUP,0.0,"","",""
CLING WRAP 100mtr,Batch #1,639371619264,50.0,109.0,27.0 PCS,1350.0,CLING WRAP,0.0,"","",""
COCO POWDER,,527740377355,220.0,240.0,0.0 PCS,0.0,ICE CREAM POWDER,0.0,"","",""
COCONUT COLOUR,10/1/26,"",90.0,133.0,0.0 PKT,0.0,ICE CREAM POWDER,0.0,"","",""
COCONUT COLOUR,03/02/26,"",87.5,133.0,0.0 PKT,0.0,ICE CREAM POWDER,0.0,"","",""
COCONUT COLOUR,Batch #1,"",70.0,133.0,-1.0 PKT,-70.0,ICE CREAM POWDER,0.0,"","",""
COCONUT FALOODA MIX,,310654817672,280.0,300.0,2.0 PCS,560.0,accessories,0.0,"","",""
